36.79801,127.08183799999999,0,0,1614956405.0,2021-03-06 00:00:05,1
36.798002,127.081841,0,0,1614956410.0,2021-03-06 00:00:10,2
36.798002,127.08182599999999,0,0,1614956415.0,2021-03-06 00:00:15,3
36.798,127.081825,0,0,1614956420.0,2021-03-06 00:00:20,4
36.798001,127.08182799999999,0,0,1614956425.0,2021-03-06 00:00:25,5
36.797998,127.08182699999999,0,0,1614956430.0,2021-03-06 00:00:30,6
36.797996,127.08183,0,0,1614956435.0,2021-03-06 00:00:35,7
36.798007,127.081829,0,0,1614956440.0,2021-03-06 00:00:40,8
36.797998,127.08184,0,0,1614956445.0,2021-03-06 00:00:45,9
36.798012,127.08182799999999,0,0,1614956450.0,2021-03-06 00:00:50,10
36.798002,127.081823,0,0,1614956455.0,2021-03-06 00:00:55,11
36.797993999999996,127.08182599999999,0,0,1614956460.0,2021-03-06 00:01:00,12
36.798009,127.081831,0,0,1614956465.0,2021-03-06 00:01:05,13
36.798003,127.081837,0,0,1614956470.0,2021-03-06 00:01:10,14
36.797995,127.081834,0,0,1614956475.0,2021-03-06 00:01:15,15
36.798007999999996,127.08183199999999,0,0,1614956480.0,2021-03-06 00:01:20,16
36.798013,127.08182799999999,0,0,1614956485.0,2021-03-06 00:01:25,17
36.798,127.081823,0,0,1614956490.0,2021-03-06 00:01:30,18
36.797995,127.08183899999999,0,0,1614956495.0,2021-03-06 00:01:35,19
36.79801,127.081841,0,0,1614956500.0,2021-03-06 00:01:40,20
36.797993999999996,127.081837,0,0,1614956505.0,2021-03-06 00:01:45,21
36.798001,127.08183899999999,0,0,1614956510.0,2021-03-06 00:01:50,22
36.798007999999996,127.081835,0,0,1614956515.0,2021-03-06 00:01:55,23
36.798010999999995,127.08183299999999,0,0,1614956520.0,2021-03-06 00:02:00,24
36.798012,127.08183199999999,0,0,1614956525.0,2021-03-06 00:02:05,25
36.798009,127.081829,0,0,1614956530.0,2021-03-06 00:02:10,26
36.798007999999996,127.081835,0,0,1614956535.0,2021-03-06 00:02:15,27
36.797998,127.081835,0,0,1614956540.0,2021-03-06 00:02:20,28
36.798009,127.08183299999999,0,0,1614956545.0,2021-03-06 00:02:25,29
36.798003,127.081835,0,0,1614956550.0,2021-03-06 00:02:30,30
36.798007999999996,127.081836,0,0,1614956555.0,2021-03-06 00:02:35,31
36.798007,127.08182799999999,0,0,1614956560.0,2021-03-06 00:02:40,32
36.798013,127.08184,0,0,1614956565.0,2021-03-06 00:02:45,33
36.797995,127.08182699999999,0,0,1614956570.0,2021-03-06 00:02:50,34
36.798006,127.081825,0,0,1614956575.0,2021-03-06 00:02:55,35
36.798010999999995,127.081824,0,0,1614956580.0,2021-03-06 00:03:00,36
36.798,127.08182799999999,0,0,1614956585.0,2021-03-06 00:03:05,37
36.798,127.08182799999999,0,0,1614956590.0,2021-03-06 00:03:10,38
36.797998,127.08183799999999,0,0,1614956595.0,2021-03-06 00:03:15,39
36.798007,127.081829,0,0,1614956600.0,2021-03-06 00:03:20,40
36.797993999999996,127.08182199999999,0,0,1614956605.0,2021-03-06 00:03:25,41
36.798001,127.081829,0,0,1614956610.0,2021-03-06 00:03:30,42
36.798009,127.081824,0,0,1614956615.0,2021-03-06 00:03:35,43
36.798006,127.08182699999999,0,0,1614956620.0,2021-03-06 00:03:40,44
36.797996,127.08184,0,0,1614956625.0,2021-03-06 00:03:45,45
36.797995,127.08182199999999,0,0,1614956630.0,2021-03-06 00:03:50,46
36.798013,127.081823,0,0,1614956635.0,2021-03-06 00:03:55,47
36.798012,127.08182599999999,0,0,1614956640.0,2021-03-06 00:04:00,48
36.798003,127.08184,0,0,1614956645.0,2021-03-06 00:04:05,49
36.798010999999995,127.081831,0,0,1614956650.0,2021-03-06 00:04:10,50
36.79801,127.081823,0,0,1614956655.0,2021-03-06 00:04:15,51
36.797999,127.08183299999999,0,0,1614956660.0,2021-03-06 00:04:20,52
36.798013,127.081823,0,0,1614956665.0,2021-03-06 00:04:25,53
36.797993999999996,127.08182799999999,0,0,1614956670.0,2021-03-06 00:04:30,54
36.798012,127.081841,0,0,1614956675.0,2021-03-06 00:04:35,55
36.798004999999996,127.081834,0,0,1614956680.0,2021-03-06 00:04:40,56
36.798002,127.08182699999999,0,0,1614956685.0,2021-03-06 00:04:45,57
36.798009,127.08183299999999,0,0,1614956690.0,2021-03-06 00:04:50,58
36.797993999999996,127.08182599999999,0,0,1614956695.0,2021-03-06 00:04:55,59
36.798004,127.08183,0,0,1614956700.0,2021-03-06 00:05:00,60
